run_no,time_s,rss,vms_kb,pfaults,pageins,cpu_pct,uss,swap
0,1.6277046203613281,393216,27410432,None,None,0.0,356352,0
0,1.7299644947052002,34484224,419008512,None,None,577.2,27217920,0
0,1.831824541091919,89567232,611209216,None,None,343.5,81424384,0
0,1.9339358806610107,107687936,633942016,None,None,88.1,99463168,0
0,2.048527717590332,181088256,1308405760,None,None,546.0,173502464,0
0,2.170454978942871,189739008,1329377280,None,None,772.9,182325248,0
0,2.290970802307129,189739008,1329377280,None,None,763.3,182333440,0
0,2.4083633422851562,189739008,1329377280,None,None,783.8,182341632,0
0,2.5234172344207764,189739008,1329377280,None,None,799.6,182341632,0
0,2.641310214996338,189739008,1329377280,None,None,780.4,182353920,0
0,2.7546157836914062,189739008,1329377280,None,None,723.7,182452224,0
0,2.873806953430176,189739008,1329377280,None,None,763.5,182452224,0
0,2.9895012378692627,189739008,1329377280,None,None,795.2,182452224,0
0,3.109206438064575,189739008,1329377280,None,None,793.6,182460416,0
0,3.2258777618408203,189739008,1329377280,None,None,788.5,182460416,0
0,3.3421247005462646,189739008,1329377280,None,None,791.5,182460416,0
0,3.4582839012145996,190263296,1329377280,None,None,792.1,182923264,0
0,3.578007459640503,190263296,1329377280,None,None,793.9,182927360,0
0,3.693413257598877,190857216,1327271936,None,None,770.8,183484416,0
0,3.8087105751037598,191406080,1326407680,None,None,780.5,183943168,0
0,3.9212658405303955,190509056,1325355008,None,None,790.9,183988224,0
0,4.039326429367065,193728512,1322192896,None,None,787.6,186245120,0
0,4.1554114818573,194121728,1322192896,None,None,792.5,186646528,0
0,4.272785186767578,194383872,1322192896,None,None,792.4,186896384,0
0,4.3888959884643555,194908160,1322192896,None,None,792.3,186929152,0
0,4.508218288421631,195039232,1322192896,None,None,787.8,187543552,0
0,4.622929811477661,195039232,1322192896,None,None,793.3,187543552,0
0,4.738707542419434,195039232,1322192896,None,None,777.4,187584512,0
0,4.85771107673645,195432448,1322192896,None,None,790.0,187912192,0
0,4.972995281219482,195432448,1322192896,None,None,797.9,187953152,0
0,5.092198371887207,195432448,1322192896,None,None,780.2,187957248,0
0,5.208832263946533,195432448,1322192896,None,None,788.7,187957248,0
0,5.326333284378052,195432448,1322192896,None,None,800.1,187957248,0
0,5.443451166152954,197267456,1322192896,None,None,785.5,189841408,0
0,5.560571670532227,198053888,1322192896,None,None,785.5,190599168,0
0,5.679736852645874,198053888,1322192896,None,None,797.2,190652416,0
0,5.793861627578735,198709248,1322192896,None,None,779.8,191340544,0
0,5.912081718444824,198709248,1322192896,None,None,786.6,191340544,0
0,6.030761003494263,198840320,1322192896,None,None,792.1,191373312,0
0,6.146129846572876,198840320,1322192896,None,None,788.8,191401984,0
0,6.263952016830444,199102464,1322192896,None,None,789.3,191668224,0
0,6.384879112243652,199364608,1322192896,None,None,793.9,191963136,0
0,6.499093294143677,199364608,1322192896,None,None,796.8,191967232,0
0,6.617427349090576,199364608,1322192896,None,None,777.5,192008192,0
0,6.731128454208374,199364608,1322192896,None,None,800.4,192012288,0
0,6.842981576919556,197472256,1322192896,None,None,724.1,190025728,0
0,6.951493501663208,197472256,1322192896,None,None,506.9,190042112,0
0,7.0557332038879395,197472256,1322192896,None,None,374.0,190058496,0
0,7.172979116439819,201797632,1322192896,None,None,691.1,194363392,0
0,7.290047645568848,201797632,1322192896,None,None,794.3,194367488,0
0,7.408212661743164,210972672,1347358720,None,None,795.6,202956800,0
0,7.5261595249176025,214642688,1347358720,None,None,788.5,207151104,0
0,7.653273820877075,214642688,1347358720,None,None,786.6,207151104,0
0,7.7696826457977295,214642688,1347358720,None,None,798.9,207151104,0
0,7.888070106506348,214642688,1347358720,None,None,785.6,207151104,0
0,8.01085877418518,214642688,1347358720,None,None,790.0,207155200,0
0,8.125203132629395,214642688,1347358720,None,None,787.1,207155200,0
0,8.243865251541138,214642688,1347358720,None,None,792.2,207159296,0
0,8.36292552947998,214642688,1347358720,None,None,797.9,207159296,0
0,8.484077215194702,214642688,1347358720,None,None,784.2,207163392,0
0,8.601465225219727,214642688,1347358720,None,None,792.2,207163392,0
0,8.720264196395874,214642688,1347358720,None,None,791.2,207163392,0
0,8.841453790664673,214642688,1347358720,None,None,784.0,207163392,0
0,8.962334156036377,214642688,1347358720,None,None,794.1,207163392,0
0,9.082853317260742,214642688,1347358720,None,None,796.6,207175680,0
0,9.20097017288208,214773760,1347358720,None,None,787.3,207196160,0
0,9.31972861289978,214773760,1347358720,None,None,791.5,207196160,0
0,9.438092231750488,214773760,1347358720,None,None,794.1,207200256,0
0,9.555176734924316,214773760,1347358720,None,None,785.8,207200256,0
0,9.675236463546753,214773760,1347358720,None,None,791.3,207200256,0
0,9.796411037445068,214773760,1347358720,None,None,792.3,207200256,0
0,9.91512131690979,214773760,1347358720,None,None,783.3,207200256,0
0,10.032319068908691,214773760,1347358720,None,None,802.1,207200256,0
0,10.154690742492676,214773760,1347358720,None,None,792.7,207200256,0
0,10.272358417510986,214773760,1347358720,None,None,781.8,207204352,0
0,10.390970706939697,214773760,1347358720,None,None,792.5,207204352,0
0,10.50988483428955,214773760,1347358720,None,None,790.5,207204352,0
0,10.631099224090576,214773760,1347358720,None,None,800.2,207204352,0
0,10.746900081634521,214773760,1347358720,None,None,785.8,207204352,0
0,10.866000413894653,214773760,1347358720,None,None,789.2,207204352,0
0,10.985538482666016,214773760,1347358720,None,None,786.4,207204352,0
0,11.10409665107727,214773760,1347358720,None,None,792.9,207204352,0
0,11.223652362823486,214773760,1347358720,None,None,794.6,207204352,0
0,11.341993808746338,214773760,1347358720,None,None,785.9,207204352,0
0,11.463013648986816,215691264,1347358720,None,None,801.5,208228352,0
0,11.582698583602905,215691264,1347358720,None,None,785.4,208228352,0
0,11.700361490249634,215691264,1347358720,None,None,790.4,208228352,0
0,11.82111120223999,215691264,1347358720,None,None,795.0,208228352,0
0,11.939467906951904,215691264,1347358720,None,None,785.9,208228352,0
0,12.061343908309937,216739840,1347358720,None,None,787.6,209342464,0
0,12.18067479133606,216739840,1347358720,None,None,787.7,209342464,0
0,12.298212051391602,216739840,1347358720,None,None,791.2,209346560,0
