run_no,time_s,rss,vms_kb,pfaults,pageins,cpu_pct,uss,swap
0,0.5366685390472412,131072,2535424,None,None,0.0,184320,0
0,0.6384410858154297,85536768,213995520,None,None,88.5,80117760,0
0,0.751244068145752,164573184,891506688,None,None,549.8,159907840,0
0,0.8579666614532471,170209280,950226944,None,None,759.0,160288768,0
0,0.9754619598388672,229191680,1023627264,None,None,655.4,224395264,0
0,1.0955259799957275,261304320,1065570304,None,None,766.2,256417792,0
0,1.2172892093658447,261304320,1065570304,None,None,763.8,256421888,0
0,1.3364388942718506,261304320,1065570304,None,None,705.0,256430080,0
0,1.4514620304107666,261304320,1065570304,None,None,773.8,256430080,0
0,1.5742430686950684,293285888,1065570304,None,None,594.6,287543296,0
0,1.6928682327270508,296824832,1107513344,None,None,750.2,287477760,0
0,1.8159096240997314,325398528,1107513344,None,None,715.2,319492096,0
0,1.9249184131622314,325529600,1107513344,None,None,715.5,319504384,0
0,2.0356762409210205,325529600,1107513344,None,None,776.3,319504384,0
0,2.1644089221954346,357511168,1157844992,None,None,652.6,351518720,0
0,2.2830405235290527,357511168,1157844992,None,None,741.9,351518720,0
0,2.4125828742980957,357511168,1157844992,None,None,733.4,351522816,0
0,2.5209975242614746,357511168,1157844992,None,None,737.8,351522816,0
0,2.6472365856170654,357511168,1157844992,None,None,768.3,351588352,0
0,2.772749900817871,357511168,1157844992,None,None,725.2,352485376,0
0,2.897333860397339,357511168,1157844992,None,None,722.5,352485376,0
0,3.019986152648926,357511168,1157844992,None,None,733.7,352485376,0
0,3.1347265243530273,421474304,1266896896,None,None,671.0,408989696,0
0,3.252352714538574,438906880,1334005760,None,None,773.7,419803136,0
0,3.391176462173462,453455872,1334005760,None,None,728.1,448548864,0
0,3.5124096870422363,453455872,1334005760,None,None,733.5,448552960,0
0,3.6465377807617188,453455872,1334005760,None,None,775.4,448552960,0
0,3.7787320613861084,453455872,1334005760,None,None,696.0,448552960,0
0,3.8910930156707764,453455872,1334005760,None,None,667.6,448552960,0
0,4.0240983963012695,453455872,1334005760,None,None,744.2,448552960,0
0,4.157524347305298,453455872,1334005760,None,None,712.1,448552960,0
0,4.267920970916748,453455872,1334005760,None,None,742.6,448552960,0
0,4.406101703643799,453455872,1334005760,None,None,774.5,448552960,0
0,4.537527561187744,453455872,1334005760,None,None,715.2,448557056,0
0,4.657480478286743,453455872,1334005760,None,None,783.7,448557056,0
0,4.78803014755249,453455872,1334005760,None,None,689.3,448557056,0
0,4.920234203338623,453455872,1334005760,None,None,718.6,448573440,0
0,5.041911840438843,453455872,1334005760,None,None,764.4,448573440,0
0,5.17608904838562,453455872,1334005760,None,None,753.1,448573440,0
0,5.292469024658203,453455872,1334005760,None,None,631.1,448573440,0
0,5.416038990020752,453455872,1334005760,None,None,760.9,448573440,0
0,5.551259279251099,453455872,1334005760,None,None,739.4,448573440,0
0,5.669039964675903,453455872,1334005760,None,None,687.8,448573440,0
0,5.800099849700928,453455872,1334005760,None,None,778.2,448573440,0
0,5.934953212738037,485437440,1392726016,None,None,608.0,480583680,0
0,6.057932138442993,485437440,1392726016,None,None,764.4,480583680,0
0,6.188952922821045,485437440,1392726016,None,None,747.9,480583680,0
0,6.324187994003296,485437440,1392726016,None,None,643.3,480583680,0
0,6.448837041854858,485437440,1392726016,None,None,770.2,480583680,0
0,6.584509611129761,485437440,1392726016,None,None,729.7,480583680,0
0,6.711849212646484,485437440,1392726016,None,None,714.7,480587776,0
